mx	my	mz	ax	ay	az	gx	gy	gz	ms
-129	0415	0321	-031	-026	-255	00064	00033	-0060	926
-124	0406	0329	-031	-021	-244	00160	00070	-0045	927
-115	0409	0332	-049	-031	-246	-0003	00069	00017	928
-113	0399	0340	-043	-015	-251	-0024	00074	-0121	929
-124	0407	0328	-034	-010	-256	00051	-0048	-0110	930
-128	0404	0327	-043	-026	-267	-0080	00093	-0043	931
-133	0395	0346	-049	-005	-257	-0060	00067	00015	932
-122	0399	0334	-038	-008	-251	00058	-0075	00063	933
-128	0400	0331	-032	-030	-259	-0078	00004	00095	934
-122	0399	0331	-041	-009	-246	-0009	00010	00065	935
-122	0388	0342	-025	-020	-265	-0039	00071	00044	936
-125	0397	0334	-031	-019	-249	00033	-0047	00019	937
-124	0392	0334	-023	-017	-254	00023	-0015	-0029	938
-130	0407	0339	-046	-017	-253	-0099	-0035	-0039	939
-143	0409	0341	-035	-017	-256	-0076	-0008	-0025	940
-133	0418	0335	-024	-019	-258	00024	-0025	-0016	941
-142	0417	0327	-037	-025	-257	00005	00007	-0017	942
-134	0419	0326	-032	-018	-250	00027	00029	00036	943
-137	0418	0335	-027	-026	-254	00007	-0029	-0019	944
-135	0422	0325	-039	-018	-268	00028	-0090	-0044	945
-138	0424	0328	-034	-035	-243	-0032	00001	00051	946
-133	0430	0330	-019	-023	-257	00001	00018	00005	947
-136	0423	0325	-032	-031	-253	-0024	00052	00030	948
-134	0429	0318	-027	-031	-256	00037	-0027	00056	949
-136	0422	0318	-031	-031	-249	00013	00042	00022	950
-128	0423	0333	-027	-030	-246	-0004	00031	-0001	951
-122	0422	0326	-031	-023	-258	-0012	00010	00005	952
-120	0424	0327	-039	-025	-247	-0035	-0004	00007	953
-124	0418	0334	-031	-026	-246	00036	00039	00020	954
-126	0420	0327	-035	-017	-247	00022	00017	-0001	955
-131	0416	0328	-036	-021	-240	00005	00024	00001	956
-130	0410	0322	-028	-018	-255	-0012	00004	00005	957
-124	0417	0324	-036	-020	-249	-0009	00017	00008	958
-124	0414	0331	-021	-021	-261	00023	00004	00014	959
-135	0418	0325	-028	-020	-258	-0016	00019	-0013	960
-130	0413	0327	-028	-020	-249	00006	00002	00010	961
-128	0417	0332	-024	-031	-254	-0010	00023	00003	962
-128	0407	0328	-028	-027	-254	-0024	00002	00003	963
-129	0412	0331	-031	-018	-257	-0020	00023	00003	964
-125	0416	0327	-031	-029	-253	-0006	00001	00009	965
-129	0409	0321	-033	-016	-260	-0028	00032	00000	966
-127	0420	0335	-037	-027	-255	00014	00002	00017	967
-133	0410	0327	-021	-023	-247	00007	00016	00005	968
-137	0413	0326	-031	-021	-251	-0012	00014	00005	969
-126	0401	0331	-027	-023	-248	00004	00014	00001	970
-129	0418	0338	-026	-021	-256	-0005	00035	00005	971
-129	0407	0328	-032	-022	-262	00017	00018	00017	972
-134	0414	0336	-031	-019	-247	00012	00020	-0001	973
-122	0411	0334	-039	-016	-253	-0009	00005	00003	974
-131	0409	0335	-030	-022	-250	-0006	00022	-0013	975
-132	0409	0334	-022	-028	-255	00028	00027	00006	976
-130	0417	0327	-030	-018	-245	-0018	00013	00000	977
-135	0412	0329	-028	-015	-250	00006	00025	00006	978
-136	0414	0328	-031	-019	-258	-0014	00007	00009	979
-135	0416	0333	-032	-018	-253	00007	00008	00005	980
-139	0407	0334	-028	-023	-244	00006	00007	00015	981
-129	0407	0332	-033	-025	-245	00010	00000	00016	982
-133	0415	0327	-036	-027	-253	-0020	00032	00004	983
-134	0414	0327	-032	-016	-250	-0012	00007	00012	984
-135	0415	0331	-026	-027	-246	00002	00000	00010	985
-126	0402	0331	-032	-024	-248	00015	00003	00008	986
-139	0417	0334	-027	-017	-251	00007	00029	-0004	987
-138	0411	0330	-030	-019	-249	-0020	00030	00022	988
-136	0415	0336	-026	-025	-249	00019	00009	00005	989
-137	0413	0335	-019	-015	-245	-0005	00021	00007	990
-132	0408	0332	-024	-017	-253	00007	00022	-0003	991
-136	0415	0338	-028	-014	-250	-0014	00036	00012	992
-139	0411	0335	-027	-017	-253	-0008	-0019	00007	993
-139	0413	0338	-034	-013	-257	00007	00028	00001	994
-135	0405	0335	-025	-018	-244	-0021	00042	00000	995
-140	0409	0329	-032	-021	-247	-0001	00010	00021	996
-137	0421	0329	-025	-019	-259	-0029	00008	00006	997
-140	0405	0333	-019	-016	-250	00008	00050	-0005	998
-137	0408	0331	-025	-011	-256	00000	00016	00003	999
-133	0403	0335	-025	-010	-248	-0013	00022	00019	1000
-143	0407	0336	-021	-024	-257	-0046	00065	00015	1001
-143	0403	0338	-032	-012	-255	00007	-0019	00001	1002
-139	0418	0322	-029	-013	-261	-0062	00019	00034	1003
-143	0411	0341	-023	-007	-260	00017	00037	00036	1004
-141	0406	0334	-015	-004	-258	-0013	-0002	00025	1005
-137	0416	0329	-031	-013	-269	00036	00011	-0005	1006
-139	0410	0334	-015	-012	-249	-0005	00018	-0004	1007
-140	0416	0327	-018	-013	-254	-0032	-0037	-0021	1008
-153	0419	0330	-022	-011	-253	-0008	00020	00006	1009
-143	0436	0325	-025	-017	-256	-0011	-0019	-0023	1010
-142	0438	0324	-020	-025	-252	00028	-0078	00025	1011
-136	0453	0334	-027	-021	-244	-0078	00016	00018	1012
-136	0450	0321	-012	-020	-249	00043	-0153	00027	1013
-126	0448	0317	-037	-035	-282	00130	00128	00074	1014
-136	0455	0323	-012	-030	-264	00001	-0039	-0072	1015
-140	0471	0306	-013	-042	-228	-0009	-0142	-0058	1016
-142	0466	0309	-006	-031	-242	00184	00085	-0056	1017
-133	0458	0315	-037	-031	-259	-0155	00203	-0039	1018
-125	0467	0312	-025	-041	-226	00021	-0102	00145	1019
-123	0480	0317	-035	-042	-242	-0058	00014	00042	1020
-124	0461	0307	-032	-032	-239	-0099	00186	00162	1021
-123	0471	0319	-026	-041	-262	-0052	-0017	-0032	1022
-121	0461	0325	-031	-029	-244	-0029	-0004	00057	1023
-126	0457	0323	-021	-043	-257	00025	00040	00018	1024
-127	0455	0319	-026	-037	-256	-0033	00018	00052	1025
-129	0451	0318	-022	-032	-247	00002	00007	00010	1026
-125	0462	0324	-027	-038	-253	-0001	00011	00008	1027
-131	0459	0323	-027	-034	-254	00005	00016	00010	1028
-123	0455	0313	-025	-031	-244	-0005	00013	-0001	1029
-124	0454	0320	-027	-028	-258	-0002	00013	00001	1030
-135	0463	0329	-024	-030	-248	00001	00011	00008	1031
-122	0464	0324	-022	-032	-252	00001	00013	00005	1032
-126	0468	0325	-024	-040	-243	-0001	00013	00002	1033
-116	0454	0324	-024	-033	-251	00001	00014	00007	1034
-125	0450	0321	-019	-041	-251	00002	00013	00004	1035
-127	0456	0331	-028	-043	-257	00001	00011	00004	1036
-134	0452	0323	-022	-038	-243	-0001	00014	00009	1037
-122	0454	0320	-026	-036	-254	00003	00010	00004	1038
-137	0455	0322	-027	-034	-255	-0001	00011	00006	1039
-127	0459	0321	-022	-028	-248	00000	00012	00006	1040
-129	0460	0324	-026	-035	-253	-0005	00010	00006	1041
-128	0450	0318	-023	-033	-255	-0012	00007	-0004	1042
-130	0461	0314	-019	-039	-246	00000	00012	00011	1043
-127	0463	0315	-025	-045	-255	00007	00014	00007	1044
-127	0469	0322	-033	-041	-245	-0002	00007	00002	1045
-137	0458	0319	-021	-036	-248	-0003	00007	00006	1046
-131	0465	0316	-022	-028	-248	-0002	00009	-0001	1047
-128	0454	0324	-034	-035	-249	-0002	00007	00003	1048
-124	0462	0327	-028	-035	-246	-0001	00010	00006	1049
-126	0465	0317	-035	-039	-253	-0004	00012	00003	1050
-133	0472	0324	-028	-032	-240	00005	00011	00009	1051
-125	0461	0318	-029	-040	-250	00003	00014	00008	1052
-125	0459	0325	-026	-036	-253	00002	00010	00001	1053
-130	0457	0317	-035	-036	-253	-0005	00012	00007	1054
-131	0457	0320	-026	-038	-253	-0002	00007	00003	1055
-129	0461	0320	-024	-033	-251	00000	00011	00006	1056
-134	0458	0317	-027	-028	-253	-0001	00015	00005	1057
-126	0466	0318	-019	-039	-249	00001	00012	00003	1058
-126	0464	0325	-027	-039	-257	00003	00012	00007	1059
-122	0476	0330	-025	-039	-242	00003	00009	00005	1060
-126	0462	0321	-026	-039	-253	00002	00014	00003	1061
-132	0462	0327	-022	-035	-247	-0005	00013	00003	1062
-130	0452	0323	-023	-035	-256	00002	00011	00005	1063
-131	0467	0314	-027	-033	-242	-0003	00013	00008	1064
-124	0455	0319	-031	-045	-251	00000	00016	00003	1065
-132	0463	0322	-037	-034	-257	00001	00010	00005	1066
-122	0456	0332	-027	-035	-264	00002	00014	00009	1067
-128	0463	0321	-025	-033	-243	-0001	00012	00000	1068
-121	0462	0321	-026	-036	-243	-0003	00007	00003	1069
-129	0461	0321	-019	-039	-254	00002	00012	00001	1070
-133	0464	0310	-021	-041	-245	-0001	00013	00007	1071
-132	0456	0321	-023	-039	-255	00003	00010	00004	1072
-129	0455	0327	-029	-037	-247	-0001	00010	00002	1073
-135	0463	0318	-024	-040	-243	00002	00011	00007	1074
-130	0466	0323	-025	-035	-258	-0001	00014	00001	1075
-123	0462	0324	-024	-039	-244	-0003	00014	00006	1076
-125	0458	0321	-031	-041	-243	-0003	00014	00007	1077
-132	0449	0326	-028	-030	-261	-0002	00012	00002	1078
-128	0461	0320	-029	-036	-249	-0001	00013	00002	1079
-128	0472	0323	-027	-036	-248	-0002	00012	00003	1080
-128	0460	0326	-024	-041	-243	00000	00011	00005	1081
-130	0463	0316	-023	-037	-253	-0002	00014	00001	1082
-127	0462	0323	-020	-039	-253	-0001	00009	00008	1083
-134	0463	0329	-019	-037	-257	00003	00008	00009	1084
-129	0462	0323	-023	-036	-246	00000	00014	00004	1085
-133	0468	0319	-023	-035	-256	-0002	00011	00003	1086
-138	0460	0319	-021	-043	-245	00002	00012	00009	1087
-129	0460	0327	-019	-032	-250	00001	00009	00002	1088
-131	0456	0317	-025	-039	-254	00002	00014	00005	1089
-129	0462	0322	-024	-040	-253	-0001	00012	00003	1090
-131	0462	0322	-031	-037	-257	00003	00012	00003	1091
-126	0468	0325	-028	-034	-249	-0001	00012	00005	1092
-134	0453	0326	-027	-028	-256	00001	00012	00004	1093
-131	0473	0325	-028	-031	-244	00000	00010	00005	1094
-132	0461	0318	-028	-034	-253	00004	00014	00001	1095
-128	0450	0319	-021	-033	-254	-0004	00010	00003	1096
-132	0458	0326	-023	-038	-260	-0002	00011	00004	1097
-137	0472	0323	-026	-037	-244	00004	00011	00004	1098
-134	0454	0313	-029	-036	-245	00001	00012	00006	1099
-127	0465	0324	-029	-036	-246	00001	00012	00001	1100
-123	0462	0328	-025	-041	-250	00004	00010	00004	1101
-126	0459	0320	-021	-038	-244	-0002	00011	00011	1102
-137	0459	0326	-025	-049	-257	00002	00010	00006	1103
-129	0459	0312	-025	-035	-249	-0001	00012	00007	1104
-123	0464	0322	-024	-036	-259	00002	00010	00007	1105
-125	0465	0322	-028	-047	-244	00001	00011	00003	1106
-120	0475	0310	-033	-032	-253	00001	00014	00004	1107
-128	0463	0321	-024	-039	-255	-0001	00011	00004	1108
-135	0455	0323	-023	-033	-244	00000	00010	00004	1109
-124	0455	0320	-023	-033	-260	00001	00011	00005	1110
-126	0462	0318	-022	-040	-242	00004	00012	00004	1111
-126	0455	0329	-022	-039	-250	00004	00011	00001	1112
-130	0468	0311	-024	-037	-244	-0001	00012	00006	1113
-122	0463	0318	-023	-035	-251	-0001	00015	00005	1114
-128	0456	0319	-027	-039	-244	-0004	00011	00005	1115
-139	0464	0324	-022	-033	-238	00002	00010	00001	1116
-128	0472	0317	-021	-042	-248	00001	00010	-0001	1117
-128	0459	0323	-025	-038	-256	-0001	00012	00001	1118
-121	0469	0320	-031	-033	-250	00002	00012	00001	1119
-129	0465	0319	-031	-034	-256	00000	00015	-0001	1120
-133	0471	0326	-028	-033	-245	-0001	00007	00008	1121
-123	0464	0324	-024	-037	-251	00001	00015	00007	1122
-126	0464	0318	-026	-028	-248	-0009	00010	00011	1123
-122	0459	0314	-026	-035	-247	-0011	00011	-0003	1124
-131	0457	0324	-021	-041	-253	00011	00015	00011	1125
-129	0454	0328	-030	-036	-245	-0009	00004	-0002	1126
-128	0463	0325	-033	-037	-246	-0007	00009	-0005	1127
